Unnamed: 0,book_id,title,year,pages,description,genres,average_rating,ratings_count,books_count,authors
3757,4104,Demons,1872,733,alternate cover edition isbn  isbn13 inspired by the true story of a political murder that horrified russians in 1869 fyodor dostoevsky conceived of demons as a novelpamphlet in which he would say everything about the plague of materialist ideology that he saw infecting his native land what emerged was a prophetic and ferociously funny masterpiece of ideology and murder in prerevolutionary russia,"classics, fiction, philosophy",4.26,20615,455,Fyodor Dostoyevsky
3759,4106,Notes from Underground,1864,136,dostoevsky’s most revolutionary novel notes from underground marks the dividing line between nineteenth and twentiethcentury fiction and between the visions of self each century embodied one of the most remarkable characters in literature the unnamed narrator is a former official who has defiantly withdrawn into an underground existence in complete retreat from society he scrawls a passionate obsessive selfcontradictory narrative that serves as a devastating attack on social utopianism and an assertion of man’s essentially irrational naturerichard pevear and larissa volokhonsky whose dostoevsky translations have become the standard give us a brilliantly faithful edition of this classic novel conveying all the tragedy and tormented comedy of the original,"classics, fiction, philosophy, psychology",4.15,15297,691,Fyodor Dostoyevsky
3844,4205,Chess Story,1941,104,czentowic champion déchecs arrogant esprit borné à outrance inculte et étonnamment stupide occupe le premier plan jusquà lentrée en scène de monsieur b dès lors que cet aristocrate autrichien sintéresse à la partie livrée entre le champion et les passagers amateurs la direction du texte basculepar un effet de symétrie la narration se transforme en un face à face tendu entre un esprit brillant et rapide à lintelligence abstraite et un cerveau au pragmatisme brutal incapable de projection véritable mise en scène percutante de la résurrection de la folie cette nouvelle oscille entre ouverture et enfermement,"fiction, classics, historicalfiction",4.28,16716,287,Stefan Zweig
3857,4222,"My Man Jeeves (Jeeves, #1)",1919,256,who can forget our beloved gentlemans personal gentleman jeeves who ever comes to the rescue when the hapless bertie wooster falls into trouble my man jeeves is sure to please anyone with a taste for pithy buffoonery moronic misunderstandings gaffes and aristocratic slapstickcontentsleave it to jeevesjeeves and the unbidden guest jeeves and the hardboiled egg absent treatmenthelping freddierallying round old georgedoing clarence a bit of goodthe aunt and the sluggard,"fiction, classics, historicalfiction",4.13,23020,263,P.G. Wodehouse
3889,4262,The Science of Getting Rich,1910,146,as featured in the bestselling book the secret here is the landmark guide to wealth creation republished with the classic essay “how to get what you want” wallace d wattles spent a lifetime considering the laws of success as he found them in the work of the world’s great philosophers he then turned his life effort into this simple slender book – a volume that he vowed could replace libraries of philosophy spirituality and selfhelp for the purpose of attaining one definite goal a life of prosperity wattles describes a definite science of wealth attraction built on the foundation of one commanding idea “there is a thinking stuff from which all things are madeâ€¦a thought in this substance produces the thing that is imaged by the thought” in his seventeen short straighttothepoint chapters wattles shows how to use this idea how to overcome barriers to its application and how work with very direct methods that awaken it in your life he further explains how creation and not competition is the hidden key to wealth attraction and how your power to get rich uplifts everyone around you the science of getting rich concludes with wattle’s rare essay “how to get want you want” – a brilliant refresher of his laws of wealth creation ,"selfhelp, business, nonfiction, psychology, philosophy",4.18,19433,369,Wallace D. Wattles
3963,4348,The Magic Mountain,1924,706,in this dizzyingly rich novel of ideas mann uses a sanatorium in the swiss alps a community devoted exclusively to sickness as a microcosm for europe which in the years before 1914 was already exhibiting the first symptoms of its own terminal irrationality the magic mountain is a monumental work of erudition and irony sexual tension and intellectual ferment a book that pulses with life in the midst of death,"fiction, classics, philosophy",4.14,21078,211,Thomas Mann
4161,4597,The Souls of Black Folk,1903,288,this landmark book is a founding work in the literature of black protest w e b du bois 1868–1963 played a key role in developing the strategy and program that dominated early 20thcentury black protest in america in this collection of essays first published together in 1903 he eloquently affirms that it is beneath the dignity of a human being to beg for those rights that belong inherently to all mankind he also charges that the strategy of accommodation to white supremacy advanced by booker t washington then the most influential black leader in america would only serve to perpetuate black oppressionpublication of the souls of black folk was a dramatic event that helped to polarize black leaders into two groups the more conservative followers of washington and the more radical supporters of aggressive protest its influence cannot be overstated it is essential reading for everyone interested in africanamerican history and the struggle for civil rights in america,"nonfiction, history, classics, philosophy",4.24,20355,387,W.E.B. Du Bois
4199,4645,"Eight Cousins (Eight Cousins, #1)",1874,224,when rose campbell a shy orphan arrives at the aunt hill to live with her six aunts and seven boisterous male cousins she is quite overwhelmed how could such a delicate young lady used to the quiet hallways of a girls boarding school exist in such a spirited home? it is the arrival of uncle alec that changes everything much to the horror of her aunts roses forwardthinking uncle insists that the child get out of the parlor and into the sunshine and with a little courage and lots of adventures with her mischievous but loving cousins rose begins to bloomwritten by the beloved author of little women eight cousins is a masterpiece of childrens literature this endearing novel offers readers of all ages an inspiring story about growing up making friends and facing life with strength and kindness,"classics, fiction, youngadult, historicalfiction",4.02,27612,292,Louisa May Alcott
4244,4698,"Rilla of Ingleside (Anne of Green Gables, #8)",1921,277,annes children are almost grown up except for pretty highspirited rilla no one can resist her bright hazel eyes and dazzling smile rilla almost fifteen cant think any further ahead than going to her very first dance at the four winds lighthouse and getting her first kiss from handsome kenneth ford but undreamedof challenges await the irrepressible rilla when the world of ingleside is endangered by a faroff war her brothers go off to fight and rilla brings home an orphaned newborn in a soup tureen she is swept into a drama that tests her courage and changes her forever,"classics, fiction, youngadult, historicalfiction, romance",4.16,29277,282,L.M. Montgomery
4310,4778,The Holy Bible: English Standard Version,2001,1328,the english standard version esv bible is an essentially literal bible translation that combines wordforword precision and accuracy with literary excellence beauty and depth of meaningthe esv bible is equipped with an enhanced navigation feature kindles index feature can be used to navigate directly to any verse this feature is not supported on the kindle 1 or any kindle applications,"christian, religion, nonfiction, classics, spirituality, history",4.66,17863,627,Anonymous
4381,4866,White Nights,1848,82,white nights is a short story by fyodor dostoevsky that was published in 1848 set in st petersburg this is the story of a young man fighting his inner restlessness a light and tender narrative it delves into the torment and guilt of unrequited love both protagonists suffer from a deep sense of alienation that initially brings them together a blend of romanticism and realism the story appeals gently to the senses and feelings,"classics, fiction, romance",4.05,13405,267,Fyodor Dostoyevsky
4393,4880,Apology,-390,127,the apology of socrates is platos version of the speech given by socrates as he unsuccessfully defended himself in 399bce against the charges of corrupting the young and by not believing in the gods in whom the city believes but in other daimonia that are novel 24b apology here has its earlier meaning now usually expressed by the word apologia of speaking in defense of a cause or of ones beliefs or actionsthe revised edition of this popular textbook features revised vocabulary and grammatical notes that now appear on the same page as the text sentence diagrams principal parts of verbs listed both by stephanus page and alphabetically word frequency list for words occurring more than twice and complete vocabulary,"philosophy, classics, nonfiction, history",4.15,18261,306,Plato
4448,4945,In His Steps,1896,96,this is the inspirational novel that popularized the expression what would jesus do? written by a congregational minister it tells of four prominent members of a small town who resolve to undertake no action without first considering christs example originally published in 1897 it continues to speak to modern readers,"christian, fiction, classics, religion, spirituality",4.15,18254,243,Charles M. Sheldon
4481,4981,Orthodoxy,1908,168,this book is meant to be a companion to heretics and to put the positive side in addition to the negative many critics complained of the book because it merely criticised current philosophies without offering any alternative philosophy this book is an attempt to answer the challenge it is the purpose of the writer to attempt an explanation not of whether the christian faith can be believed but of how he personally has come to believe it the book is therefore arranged upon the positive principle of a riddle and its answer it deals first with all the writers own solitary and sincere speculations and then with the startling style in which they were all suddenly satisfied by the christian theology the writer regards it as amounting to a convincing creed but if it is not that it is at least a repeated and surprising coincidence,"religion, christian, nonfiction, philosophy, classics, spirituality",4.23,18303,430,G.K. Chesterton
4655,5189,"Germinal (Les Rougon-Macquart, #13)",1885,592,the thirteenth novel in émile zola’s great rougonmacquart sequence germinal expresses outrage at the exploitation of the many by the few but also shows humanity’s capacity for compassion and hopeetienne lantier an unemployed railway worker is a clever but uneducated young man with a dangerous temper forced to take a backbreaking job at le voreux mine when he cannot get other work he discovers that his fellow miners are ill hungry in debt and unable to feed and clothe their families when conditions in the mining community deteriorate even further lantier finds himself leading a strike that could mean starvation or salvation for all•new translation• includes introduction suggestions for further reading filmography chronology explanatory notes and glossary,"classics, fiction, historicalfiction",4.09,19325,435,Émile Zola
4814,5382,The Sea Wolf,1904,425,the seawolf is a 1904 psychological adventure novel by jack london about a literary critic humphrey van weydenthe story starts with him aboard a san francisco ferry called martinez which collides with another ship in the fog and sinks he is set adrift in the bay eventually being picked up by wolf larsenlarsen is the captain of a sealhunting schooner the ghost brutal and cynical yet also highly intelligent and intellectual he rules over his ship and terrorizes the crew with the aid of his exceptionally great physical strength,"classics, fiction, historicalfiction",4.01,16488,594,Jack London
4990,5596,Quo Vadis,1895,589,this glorious saga unfolds against the backdrop of ancient romefrom the forum to the coliseum from banquet halls to summer retreats in naples from the luxurious houses of the nobility to the hovels of the poor quo vadis richly depicts a place and time still captivating to the modern imagination this radiant translation by ws kuniczak restores the original glory and richness of master storyteller henryk sienkiewiczs epic taleset at a turning point in history ad 5468 as christianity replaces the era of corruption and immorality that marked neros rome quo vadis abounds with compelling characters includingvinicius the proud centurion who has fallen deeply in love with a mysterious young woman who disappears the night they meet;ligia the elusive beauty vinicius will not easily win her love for she is a christian one of the group of dedicated believers led by the apostle peter christians are rare in pagan hedonistic rome and suffer great persecution;petronius uncle to vinicius an elegant witty courtier who scoffs at love and religion but finds his nephews passion charming; andnero himself enemy of all christians a despotic emperor who plunges rome deeper and deeper into depravity the decadence of his banquets is staggering; and even worse his mad laughter is heard echoing in the amphitheater as gladiators duel to the deathas neros appalling plans for the christians become ever clearer time appears to be running out for the young lovers vinicius must come to understand the true meaning of ligias religion before it is too lategrand in scope and ambition quo vadis explores the themes of love desire and profound moral courage lavish descriptions vivid dialogue and brilliantly drawn characters make this one of the worlds greatest epics beloved by children and adults the world over quo vadis has been the subject of five films two of them in english,"classics, historicalfiction, fiction, religion, romance, christian",4.13,18466,452,Henryk Sienkiewicz
5022,5637,The Dhammapada,-500,114,the dhammapada pāli; prakrit धम्मपद dhammapada; sanskrit धर्मपद dharmapada is a collection of sayings of the buddha in verse form and one of the most widely read and best known buddhist scriptures the original version of the dhammapada is in the khuddaka nikaya a division of the pali canon of theravada buddhismthe buddhist scholar and commentator buddhaghosa explains that each saying recorded in the collection was made on a different occasion in response to a unique situation that had arisen in the life of the buddha and his monastic community his commentary the dhammapada atthakatha presents the details of these events and is a rich source of legend for the life and times of the buddha,"religion, philosophy, nonfiction, spirituality, classics, poetry",4.29,12639,259,Anonymous
5176,5830,Grimm's Fairy Tales,1857,518,the grimm brothers were early 19thcentury writers best known for their fairy tales coming from scandinavian icelandic and germanic origins by 1807 there was a growing interest in german folk tales the grimm brothers were academics who invited friends to their home and asked them to relate stories they had heard they soon published their first collection of tales and from there several more volumes followedthis compilation of fairy tales which includes the complete canon of over 200 tales has become a beloved set of classical stories the world over included in this collection are hansel and gretel briar rose the fisherman and his wife rapunzel the frog prince little red riding hood rumpelstiltskin tom thumb and many more these stories are a delight to read and will rekindle up many childhood memories as they are reread presented here in this edition is the faithful translation of margaret hunt,"classics, fantasy, fiction, youngadult",4.14,5873,744,Jacob Grimm
5183,5840,Complete Works of Oscar Wilde,1908,1270,in print since 1948 this is a singlevolume collection of oscar wildes texts it contains his only novel the portrait of dorian gray as well as his plays stories poems essays and letters illustrated with many photographs the book includes introductions to each section by wildes grandon merlin holoand owen dudley edwards declan kibertd and terence brown a comprehensive bibliography of works by and about oscar wilde together with a chronological table of his life and work are also included,"classics, fiction, poetry",4.45,10835,260,Oscar Wilde
5234,5907,Our Mutual Friend,1865,801,a satiric masterpiece about the allure and peril of money our mutual friend revolves around the inheritance of a dustheap where the rich throw their trash when the body of john harmon the dustheap’s expected heir is found in the thames fortunes change hands surprisingly raising to new heights “noddy” boffin a lowborn but kindly clerk who becomes “the golden dustman” charles dickens’s last complete novel our mutual friend encompasses the great themes of his earlier works the pretensions of the nouveaux riches the ingenuousness of the aspiring poor and the unfailing power of wealth to corrupt all who crave it with its flavorful cast of characters and numerous subplots our mutual friend is one of dickens’s most complexand satisfyingnovels,"classics, fiction, historicalfiction",4.07,18599,378,Charles Dickens
5259,5940,"Purgatorio (The Divine Comedy, #2)",1320,704,edition bilingue,"classics, poetry, fiction, religion, fantasy, philosophy",4.01,13740,385,Dante Alighieri
5287,5972,A Child's Garden of Verses,1885,67,up into the cherry treewho should climb but little me?i held the trunk with both my handsand looked abroad on foreign landshere is a delightful look at childhood written by master poet and storyteller robert louis stevenson in this collection of sixtysix poems stevenson recalls the joys of his childhood from sailing boats down a river to waiting for the lamplighter to sailing off to foreign lands in his imaginationtasha tudors watercolour paintings evoke a simpler time in the past and celebrate two of the things she loves most  children and nature her talents are the perfect match for these inspiring poems making this a handsome gift edition that will be cherished by families for generations,"poetry, classics, fiction, youngadult",4.3,20354,424,Robert Louis Stevenson
5456,6187,His Last Bow: 8 Stories,1917,256,his last bow the title story of this collection tells how sherlock holmes is brought out of retirement to help the government fight the german threat at the approach of the first world war the prime minister himself requests holmess services to hunt down the remarkable german agent von bork several of the detectives earlier cases complete the volume including wisteria lodge the brucepartington plans and the disappearance of lady frances carfax in the dying detective dr watson is horrified to discover holmes at deaths door from a mysterious tropical disease as his friend lays a trap for a murderer,"mystery, classics, fiction, crime, historicalfiction",4.27,20057,359,Arthur Conan Doyle
5570,6326,The Waves,1931,297,set on the coast of england against the vivid background of the sea the waves introduces six charactersthree men and three womenwho are grappling with the death of a beloved friend percival instead of describing their outward expressions of grief virginia woolf draws her characters from the inside revealing them through their thoughts and interior soliloquies as their understanding of nature’s trials grows the chorus of narrative voices blends together in miraculous harmony remarking not only on the inevitable death of individuals but on the eternal connection of everyone the novel that most epitomizes virginia woolf’s theories of fiction in the working form the waves is an amazing book very much ahead of its time it is a poetic dreamscape visual experimental and thrilling,"classics, fiction, poetry",4.14,15965,294,Virginia Woolf
5578,6337,Up from Slavery,1900,256,booker t washington the most recognized national leader orator and educator emerged from slavery in the deep south to work for the betterment of african americans in the post reconstruction period up from slavery is an autobiography of booker t washingtons life and work which has been the source of inspiration for all americans washington reveals his inner most thoughts as he transitions from exslave to teacher and founder of one of the most important schools for african americans in the south the tuskegee industrial institute,"history, biography, nonfiction, classics, memoir",4.09,15038,337,Booker T. Washington
5720,6524,The Imitation of Christ,1418,288,the imitation of christ,"religion, christian, classics, nonfiction, spirituality, philosophy",4.19,12563,581,Thomas à Kempis
5964,6842,"Twenty Years After (The D'Artagnan Romances, #2)",1845,788,at this game whoever does not kill is killedtwenty years after 1845 the sequel to the three musketeers is a supreme creation of suspense and heroic adventuretwo decades have passed since the musketeers triumphed over cardinal richelieu and milady time has weakened their resolve and dispersed their loyalties but treasons and stratagems still cry out for justice civil war endangers the throne of france while in england cromwell threatens to send charles i to the scaffold dumas brings his immortal quartet out of retirement to cross swords with time the malevolence of men and the forces of history but their greatest test is a titanic struggle with the son of milady who wears the face of evil,"classics, fiction, historicalfiction",4.01,14539,271,Alexandre Dumas
6066,6978,Foxe's Book of Martyrs,1563,416,reformationera englandjohn foxe recounts the lives sufferings and triumphant deaths of dozens of christian martyrs some were people of rank and influence some were ordinary folk some were even his friends four centuries later these deeply moving accounts of faith and courage mark a path for modern christians to measure the depth of their commitment,"history, christian, biography, nonfiction, religion, classics",4.25,12117,239,John Foxe
6129,7068,Martin Eden,1909,480,alternate cover edition of isbn the semiautobiographical martin eden is the most vital and original character jack london ever created set in san francisco this is the story of martin eden an impoverished seaman who pursues obsessively and aggressively dreams of education and literary fame london dissatisfied with the rewards of his own success intended martin eden as an attack on individualism and a criticism of ambition; however much of its status as a classic has been conferred by admirers of its ambitious protagonistandrew sinclairs wideranging introduction discusses the conflict between londons support of socialism and his powerful selfwill sinclair also explores the parallels and divergences between the life of martin eden and that of his creator focusing on londons mental depressions and how they affected his depiction of eden,"classics, fiction, historicalfiction",4.39,12744,398,Jack London
6370,7398,Relativity: The Special and the General Theory,1916,130,an accesible version of einsteins masterpiece of theory written by the genius himselfaccording to einstein himself this book is intended to give an exact insight into the theory of relativity to those readers who from a general scientific and philosophical point of view are interested in the theory but who are not conversant with the mathematical apparatus of theoretical physics when he wrote the book in 1916 einsteins name was scarcely known outside the physics institutes having just completed his masterpiece the general theory of relativitywhich provided a brandnew theory of gravity and promised a new perspective on the cosmos as a wholehe set out at once to share his excitement with as wide a public as possible in this popular and accessible bookhere published for the first time as a penguin classic this edition of relativity features a new introduction by bestselling science author nigel calderfor more than seventy years penguin has been the leading publisher of classic literature in the englishspeaking world with more than 1700 titles penguin classics represents a global bookshelf of the best works throughout history and across genres and disciplines readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors as well as uptodate translations by awardwinning translators,"science, nonfiction, classics, philosophy, history",4.17,11069,266,Albert Einstein
6393,7430,"Rose in Bloom (Eight Cousins, #2)",1876,302,in this sequel to eight cousins rose campbell returns to the aunt hill after two years of traveling around the world suddenly she is surrounded by male admirers all expecting her to marry them but before she marries anyone rose is determined to establish herself as an independent young woman besides she suspects that some of her friends like her more for her money than for herself,"classics, fiction, youngadult, romance, historicalfiction",4.03,16842,220,Louisa May Alcott
6526,7606,Tractatus Logico-Philosophicus,1921,142,perhaps the most important work of philosophy written in the twentieth century tractatus logicophilosophicus was the only philosophical work that ludwig wittgenstein published during his life written in short carefully numbered paragraphs of extreme brilliance it captured the imagination of a generation of philosophers for wittgenstein logic was something we use to conquer a reality which is in itself both elusive and unobtainable he famously summarized the book in the following words what can be said at all can be said clearly; and what we cannot talk about we must pass over in silence david pears and brian mcguinness received the highest praise for their meticulous translation the work is prefaced by bertrand russells original introduction to the first english edition,"philosophy, nonfiction, classics, science",4.06,11069,202,Ludwig Wittgenstein
6568,7661,Dom Casmurro,1899,176,dom casmurro é a alcunha de bento santiago que velho e só desvela as suas memórias uma promessa da mãe traçalhe o destino como padre mas bento santiago apaixonado abandona o seminário estuda direito e casase com o seu grande amor mas o ciúme e a desconfiança adensamse suspeita que não é o pai biológico do filho do casal ezequiel mas sim o seu grande amigo escobar,"classics, fiction, romance",4.24,10590,207,Machado de Assis
6695,7833,"A Girl of the Limberlost (Limberlost, #2)",1909,222,set amid indianas vast limberlost swamp this treasured childrens classic mixes astute observations on nature with the struggles of growing up in the early 20th century harassed by her mother and scorned by her peers elnora comstock finds solace in natural beauty along with friendship independence and romancesynopsis from huffington post cornfields soy fields alfalfa fields ― indiana has long been seen as an agricultural plain but to make it a lucrative farming state much of the land had to be deforested leaving behind devastated habitats the limberlost a wetland in northern indiana was mostly destroyed by drainage logging and oil production gene strattonporter an early 20thcentury naturalist and novelist captured the fading beauty of the swamp in books like a girl of the limberlost a novel about a smart ambitious girl who lives in the dwindling wetland with her mother and pays for school by collecting local moth specimens to sell to naturalists the book isn’t exactly an environmentalist tract but it makes the case nonetheless it celebrates the beauty and richness of the swampland while showing how easily economic forces push landowners to strip it away,"classics, fiction, youngadult, historicalfiction, romance",4.14,13071,213,Gene StrattonPorter
6893,8107,The Moon and Sixpence,1919,192,based on the life of paul gauguin the moon and sixpence is w somerset maughams ode to the powerful forces behind creative genius charles strickland is a staid banker a man of wealth and privilege he is also a man possessed of an unquenchable desire to create art as strickland pursues his artistic vision he leaves london for paris and tahiti and in his quest makes sacrifices that leave the lives of those closest to him in tatters through maughams sympathetic eye stricklands tortured and cruel soul becomes a symbol of the blessing and the curse of transcendent artistic genius and the cost in humans lives it sometimes demands,"fiction, classics, art, historicalfiction",4.11,10074,349,W. Somerset Maugham
6971,8210,The Little Mermaid,1836,48,once there was a little mermaid who fell in love with a human boy    the story may be familiar but lisbeth zwergers art makes this fairytale seem brandnew this jubilee edition celebrating 200 years of hans christian andersen is superbly illustrated in zwergers signature style known for her popular and awardwinning editions of classics such as the wizard of oz and alice in wonderland zwerger is herself the recipient of the hans christian andersen medal for lasting contributions to childrens literature the little mermaid is sure to win her new fans and to delight her old ones  the text is an allnew translation by anthea bell and includes many lovely and poignant details that may be new to even those who think they know the little mermaids story well,"classics, fantasy, fiction, romance",4.02,14361,222,Hans Christian Andersen
7183,8503,Buddenbrooks: The Decline of a Family,1901,731,buddenbrooks first published in germany in 1901 when mann was only twentysix has become a classic of modern literatureit is the story of four generations of a wealthy bourgeois family in northern germany facing the advent of modernity; in an uncertain new world the family’s bonds and traditions begin to disintegrate as mann charts the buddenbrooks’ decline from prosperity to bankruptcy from moral and psychic soundness to sickly piety artistic decadence and madness he ushers the reader into a world of stunning vitality pieced together from births and funerals weddings and divorces recipes gossip and earthy humorin its immensity of scope richness of detail and fullness of humanity buddenbrooks surpasses all other modern family chronicles with remarkable fidelity to the original german text this superb translation emphasizes the magnificent scale of mann’s achievement in this riveting tragic novel,"classics, fiction, historicalfiction",4.13,12049,233,Thomas Mann
7255,8611,On the Genealogy of Morals,1887,208,on the genealogy of morals 1887 is a book about the history of ethics and about interpretation nietzsche rewrites the former as a history of cruelty exposing the central values of the judaeochristian and liberal traditions  compassion equality justice  as the product of a brutal process of conditioning designed to domesticate the animal vitality of earlier cultures the result is a book which raises profoundly disquieting issues about the violence of both ethics and interpretation nietzsche questions moral certainties by showing that religion and science have no claim to absolute truth before turning on his own arguments in order to call their very presuppositions into question the genealogy is the most sustained of nietzsches later works and offers one of the fullest expressions of his characteristic concerns this edition places his ideas within the cultural context of his own time and stresses the relevance of his work for a contemporary audience,"philosophy, nonfiction, classics, psychology, religion, history",4.1,9214,203,Friedrich Nietzsche
7268,8633,The Twelve Caesars,119,363,as private secretary to the emperor hadrian suetonius gained access to the imperial archives and used them along with eyewitness accounts to produce one of the most colorful biographical works in history the twelve caesars chronicles the public careers and private lives of the men who wielded absolute power over rome from the foundation of the empire under julius caesar and augustus to the decline into depravity and civil war under nero and the recovery that came with his successors a masterpiece of anecdote wry observation and detailed physical description the twelve caesars presents us with a gallery of vividly drawn  and all too human  individualsrobert gravess celebrated translation sensitively revised by michael grant captures all the wit and immediacy of suetonius original,"history, classics, nonfiction, biography",4.05,11283,232,Suetonius
7318,8704,Resurrection,1899,562,resurrection 1899 is the last of tolstoys major novels it tells the story of a noblemans attempt to redeem the suffering his youthful philandering inflicted on a peasant girl who ends up a prisoner in siberia tolstoys vision of redemption achieved through loving forgiveness and his condemnation of violence dominate the novel an intimate psychological tale of guilt anger and forgiveness resurrection is at the same time a panoramic description of social life in russia at the end of the nineteenth century reflecting its authors outrage at the social injustices of the world in which he lived this edition which updates a classic translation has explanatory notes and a substantial introduction based on the most recent scholarship in the field,"classics, fiction, philosophy, religion",4.1,9482,411,Leo Tolstoy
7366,8792,The House of the Dead,1861,247,accused of political subversion as a young man fyodor dostoyevsky was sentenced to four years of hard labor at a siberian prison camp  a horrifying experience from which he developed this astounding semiautobiographical memoir of a man condemned to ten years of servitude for murdering his wifeas with a number of the authors other works this profoundly influential novel brilliantly explores his characters thoughts while probing the depths of the human soul describing in relentless detail the physical and mental suffering of the convicts dostoyevskys character never loses faith in human qualities and the goodness of mana haunting and remarkable work filled with wonder and resignation the house of the dead ranks among the russian novelists greatest masterpieces of this powerful autobiographical novel tolstoy wrote i know no better book in all modern literature,"classics, fiction, philosophy, historicalfiction",4.03,8354,313,Fyodor Dostoyevsky
7426,8888,An Old-Fashioned Girl,1869,288,it was first serialised in the merrys museum magazine between july and august in 1869 and consisted of only six chapters for the finished product however alcott continued the story from the chapter six years afterwards and so it ended up with nineteen chapters in all the book revolves around polly milton the oldfashioned girl who titles the story polly visits her wealthy friend fanny shaw in the city and is overwhelmed by the fashionable and urban life they livebut also left out because of her countrified manners and outdated clothes,"classics, fiction, youngadult, historicalfiction, romance",4.05,12818,316,Louisa May Alcott
7488,8979,The Case-Book of Sherlock Holmes,1927,303,when you have eliminated all which is impossible then whatever remains however improbable must be the truthin this the final collection of sherlock holmes adventures the intrepid detective and his faithful companion dr watson examine and solve twelve cases that puzzle clients baffle the police and provide readers with the thrill of the chasethese mysteries  involving an illustrious client and a sussex vampire; the problems of thor bridge and of the lions mane; a creeping man and the threegabled house  all test the bravery of dr watson and the brilliant mind of mr sherlock homes the greatest detective we have ever known,"mystery, classics, fiction, crime, historicalfiction",4.2,11535,294,Arthur Conan Doyle
7930,9649,Ethics,1677,186,published shortly after his death the ethics is undoubtedly spinozas greatest work  an elegant fully cohesive cosmology derived from first principles providing a coherent picture of reality and a guide to the meaning of an ethical life following a logical stepbystep format it defines in turn the nature of god the mind the emotions human bondage to the emotions and the power of understanding  moving from a consideration of the eternal to speculate upon humanitys place in the natural order the nature of freedom and the path to attainable happiness a powerful work of elegant simplicity the ethics is a brilliantly insightful consideration of the possibility of redemption through intense thought and philosophical reflection the ethics is presented in the standard translation of the work by edwin curley this edition also includes an introduction by stuart hampshire outlining spinozas philosophy and placing it in context,"philosophy, nonfiction, classics, religion, psychology",4.01,9342,228,Baruch Spinoza
8015,9778,Captain Blood,1922,236,short description peter blood an irish physician and soldier in england in the 1680s is wrongly convicted of treason and sentenced to indentured slavery in the caribbean he escapes and becomes the most feared pirate captain on the spanish main but all the glory of his adventures cannot help him for the woman he loves cannot love a thief and pirate even when he destroys englands enemies even at his most triumphantbut wait! whats that long description peter blood an irish physician and former soldier is happily settled in the 1680s as the doctor in an english town when the rebellion of the duke of monmouth catches him by accident he saves a mans life as a doctor must try to do but the man is a rebel and the hanging judge jeffreys sentences him to ten years as an indentured slave in the caribbean colonies once there his knowledge as a physician is recognized and thus he meets and falls in love with the daughter of the man who own his servitude; not likely to be a successful love story! a spanish ship attacks the town and while the spaniards celebrate their victory he boldly steals their ship and he and his fellow convicts sail off to become the boldest and most fearless of pirates among the islands and on the spanish main but all the glory of his adventures cannot help him for the woman he loves cannot love a thief and pirate even when he destroys englands enemies even at his most triumphantbut wait! is that the classic novel of adventure and romance and one of sabatinis best,"classics, historicalfiction, fiction, romance",4.16,9714,269,Rafael Sabatini
8167,13,1984,1949,328,the year 1984 has come and gone but george orwells prophetic nightmarish vision in 1949 of the world we were becoming is timelier than ever 1984 is still the great modern classic of negative utopiaa startlingly original and haunting novel that creates an imaginary world that is completely convincing from the first sentence to the last four words no one can deny the novels hold on the imaginations of whole generations or the power of its admonitionsa power that seems to grow not lessen with the passage of time,"classics, fiction, sciencefiction, fantasy, philosophy, books, horror",4.14,1956832,995,George Orwell
8169,19,"The Fellowship of the Ring (The Lord of the Rings, #1)",1954,398,alternate cover edition isbn  copyright page isbn is   different from back coverone ring to rule them all one ring to find them one ring to bring them all and in the darkeness bind themin ancient times the rings of power were crafted by the elvensmiths and sauron the dark lord forged the one ring filling it with his own power so that he could rule all others but the one ring was taken from him and though he sought it throughout middleearth it remained lost to him after many ages it fell into the hands of bilbo baggins as told in the hobbitin a sleepy village in the shire young frodo baggins finds himself faced with an immense task as his elderly cousin bilbo entrusts the ring to his care frodo must leave his home and make a perilous journey across middleearth to the cracks of doom there to destroy the ring and foil the dark lord in his evil purposeback cover,"fantasy, classics, fiction, youngadult, books, sciencefiction",4.34,1766803,566,J.R.R. Tolkien
8179,126,Dune (Dune Chronicles #1),1965,604,set on the desert planet arrakis dune is the story of the boy paul atreides heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the spice melange a drug capable of extending life and enhancing consciousness coveted across the known universe melange is a prize worth killing forwhen house atreides is betrayed the destruction of pauls family will set the boy on a journey toward a destiny greater than he could ever have imagined and as he evolves into the mysterious man known as muaddib he will bring to fruition humankinds most ancient and unattainable dreama stunning blend of adventure and mysticism environmentalism and politics dune won the first nebula award shared the hugo award and formed the basis of what is undoubtedly the grandest epic in science fiction,"fiction, fantasy, classics, books, youngadult, science, religion",4.19,485032,241,Frank Herbert
